Molecule ChEMBL ID	Molecule Name	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties	Action Type
CHEMBL4777850		None	382.16	0	3.88	2k	O=[N+]([O-])c1ccc(N/C(Cc2ccc(Cl)c(Cl)c2)=N\O)c2nonc12	IC50	'='	71	nM	7.15			UO_0000065	18.71	0.39	3.27	5.64	0	CHEMBL4717712	Inhibition of human IDO1 in IFN-gamma-induced human MDA-MB-231 cells assessed as N-formylkynurenine formation using L-tryptophan as substrate pretreated for 4 hrs followed substrate addition measured after 5 hrs by UV-vis spectrophotometric analysis	B	BAO_0000221	tissue-based format	Homo sapiens	None	None	MDA-MB-231	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4715733	1	Scientific Literature	Eur J Med Chem	2016	None	TIME = 9.0 hr	INHIBITOR
CHEMBL584991		None	271.64	0	1.69	5l	Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1	IC50	'='	53	nM	7.28			UO_0000065	26.78	0.55	5.59	6.64	0	CHEMBL4717719	Inhibition of recombinant human IDO1 assessed as N-formylkynurenine formation using L-tryptophan as substrate measured after 1.5 hrs by HPLC analysis	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4715733	1	Scientific Literature	Eur J Med Chem	2016	None	TIME = 1.5 hr	INHIBITOR
CHEMBL4752806		None	347.72	0	3.23	2f	O=[N+]([O-])c1ccc(N/C(Cc2ccc(Cl)cc2)=N\O)c2nonc12	IC50	'='	78	nM	7.11			UO_0000065	20.44	0.4	3.88	5.61	0	CHEMBL4717719	Inhibition of recombinant human IDO1 assessed as N-formylkynurenine formation using L-tryptophan as substrate measured after 1.5 hrs by HPLC analysis	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4715733	1	Scientific Literature	Eur J Med Chem	2016	None	TIME = 1.5 hr	INHIBITOR
CHEMBL4755074		None	332.7	0	4.04	5b	Cl.NCCSC(=O)SCc1ccc(Cl)cc1Cl	IC50	'='	830	nM	6.08			UO_0000065	20.53	0.52	2.04	14.11	0	CHEMBL4679877	Inhibition of recombinant human IDO1 measured after 60 mins by microplate reader assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4673402	1	Scientific Literature	ACS Med Chem Lett	2021	None	TIME = 1.0 hr	INHIBITOR
CHEMBL4751898		None	263.81	0	2.73	5a	Cl.NCCSC(=O)SCc1ccccc1	IC50	'='	5300	nM	5.28			UO_0000065	23.21	0.51	2.55	12.24	0	CHEMBL4679877	Inhibition of recombinant human IDO1 measured after 60 mins by microplate reader assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4673402	1	Scientific Literature	ACS Med Chem Lett	2021	None	TIME = 1.0 hr	INHIBITOR
CHEMBL4757067		None	382.52	1	5.73	17	C[C@@H](C(=O)NC1CCCCC1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1	IC50	'='	470	nM	6.33			UO_0000065	16.54	0.31	0.6	15.07	0	CHEMBL4680001	Inhibition of IDO1 in IFNgamma/LPS-stimulated human whole blood preincubated for 4 hrs followed by IFNgamma/LPS stimulation and incubated for 18 hrs by Rapid-fire mass spectrometry analysis	B	BAO_0000221	tissue-based format	Homo sapiens	None	Blood	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4673406	1	Scientific Literature	ACS Med Chem Lett	2021	None	TIME = 22.0 hr	INHIBITOR
CHEMBL4067169		None	411.16	0	2.82	3m	Cc1cc(I)ccc1Nc1cc2no[n+]([O-])c2cc1C(=O)O	IC50	'='	23000	nM	4.64			UO_0000065	11.28	0.29	1.82	4.53	0	CHEMBL4007862	Inhibition of recombinant human IDO1 expressed in bacterial expression system using L-Tryptophan as substrate after 25 mins in absence of GSH and presence of tween20 by fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4007389	1	Scientific Literature	Eur J Med Chem	2017	None		
CHEMBL4082082		None	298.19	1	5.32	1d	O=C(Nc1ccc(Cl)cc1)Sc1ccccc1Cl	IC50	'='	10000	nM	5			UO_0000065	16.77	0.38	-0.32	17.18	0	CHEMBL4007862	Inhibition of recombinant human IDO1 expressed in bacterial expression system using L-Tryptophan as substrate after 25 mins in absence of GSH and presence of tween20 by fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4007389	1	Scientific Literature	Eur J Med Chem	2017	None		
CHEMBL4291289		None	371.66	1	5.78	123	Nc1sc2ccc(Br)cc2c1Nc1ccc(F)c(Cl)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4292689		None	293.75	0	4.41	121	Nc1sc2cnccc2c1Nc1ccc(F)c(Cl)c1	IC50	'>'	1000	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4292487		None	258.32	0	4.37	120	Nc1sc2ccccc2c1Nc1cccc(F)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4290053		None	328.17	0	4.39	115	N#Cc1ccc2c(Nc3cccc(Br)c3)c(N)oc2c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4285043		None	359.83	1	5.99	108	Nc1oc2c(C3CCCCC3)nccc2c1Nc1ccc(F)c(Cl)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4292857		None	397.84	1	6.01	105	CCOc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccccc2)n1	IC50	'='	200	nM	6.7			UO_0000065	16.84	0.33	0.69	9.14	0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4292681		None	354.77	1	5.01	94	Nc1oc2c(-c3cccnc3)nccc2c1Nc1ccc(F)c(Cl)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4277163		None	273.72	0	4.12	87	Cc1cc(Cl)cc(Nc2c(N)oc3cnccc23)c1	IC50	'='	200	nM	6.7			UO_0000065	24.47	0.48	2.58	10.45	0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4278181		None	367.81	1	5.54	86	Nc1oc2c(Cc3ccccc3)nccc2c1Nc1ccc(F)c(Cl)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4282590		None	273.72	0	4.12	70	Cc1cc(Nc2c(N)oc3cnccc23)ccc1Cl	IC50	'='	200	nM	6.7			UO_0000065	24.47	0.48	2.58	10.45	0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4282241		None	307.28	0	4.4	69	CC(F)(F)c1cc(Nc2c(N)oc3cnccc23)ccc1F	IC50	'='	200	nM	6.7			UO_0000065	21.8	0.42	2.3	10.45	0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4289261		None	321.74	0	3.75	56	Cc1ncc(CO)c2c(Nc3ccc(F)c(Cl)c3)c(N)oc12	IC50	'>'	1000	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4288159		None	267.29	0	3.36	41	CC(=O)c1ccc(Nc2c(N)oc3cnccc23)cc1	IC50	'>'	1000	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4277355		None	283.33	0	3.94	37	CC(C)Oc1cccc(Nc2c(N)oc3cnccc23)c1	IC50	'>'	1000	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4294844		None	249.27	0	3.13	36	C#Cc1ccc(Nc2c(N)oc3cnccc23)cc1	IC50	'>'	1000	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4285144		None	351.15	0	3.76	20	Nc1oc2cnccc2c1Nc1cccc(I)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4277452		None	253.31	0	3.77	13	Cc1ccc(Nc2c(N)oc3cnccc23)cc1C	IC50	'='	200	nM	6.7			UO_0000065	26.45	0.48	2.93	10.45	0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4279587		None	293.25	0	4.17	6	Nc1oc2cnccc2c1Nc1ccc(C(F)(F)F)cc1	IC50	'>'	1000	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4277491		None	389.76	1	5.89	170	Nc1oc2c(-c3ccc(F)c(F)c3)nccc2c1Nc1ccc(F)c(Cl)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4278213		None	480.37	1	5.72	194	CCOC(=O)Nc1oc2c(C#N)nccc2c1N(C(=O)OCC)c1ccc(F)c(C(F)(F)F)c1	IC50	'>'	1000	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4281007		None	411.82	0	4.37	195	CNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4288257		None	421.78	1	6.63	199	Nc1oc2c(-c3cccc(C(F)(F)F)c3)nccc2c1Nc1ccc(F)c(Cl)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4280350		None	350.81	1	5.18	206	Cc1cc(-c2nccc3c(Nc4ccccc4Cl)c(N)oc23)ccn1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4277268		None	329.23	0	4.45	222	Nc1oc2cnc(F)cc2c1Nc1ccc(F)c(C(F)(F)F)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4284125		None	384.8	1	5.02	229	COc1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4290038		None	270.36	0	4.24	235	COc1cccc(Nc2c(N)sc3ccccc23)c1	IC50	'='	200	nM	6.7			UO_0000065	24.78	0.48	2.46	14.17	0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4278982		None	439.88	1	5.15	253	CCCNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4288369		None	368.8	1	5.32	254	Cc1cc(-c2nc(F)cc3c(Nc4cccc(Cl)c4)c(N)oc23)ccn1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4286928		None	331.44	1	5.6	265	Cc1cc(-c2cccc3c(Nc4ccccc4)c(N)sc23)ccn1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4282888		None	496.47	1	6.34	279	CCOC(=O)Nc1oc2c(-c3ccnc(C)c3)nccc2c1N(C(=O)OCC)c1ccc(F)c(F)c1	IC50	'>'	1000	nM				UO_0000065					0	CHEMBL4257085	Inhibition of recombinant human N-terminal His-tagged IDO1 (1 to 403 residues) expressed in Escherichia coli assessed as reduction in kynurenine formation using tryptophan as substrate measured by LC/MS/MS analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4288032		None	277.69	0	3.95	2	Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257086	Inhibition of IDO1 in IFNgamma-stimulated human HeLa cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 15 mins by UV-vis HPLC analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4283091		None	289.72	0	3.82	25	COc1ccc(Cl)cc1Nc1c(N)oc2cnccc12	IC50	'='	200	nM	6.7			UO_0000065	23.12	0.46	2.88	9.14	0	CHEMBL4257086	Inhibition of IDO1 in IFNgamma-stimulated human HeLa cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 15 mins by UV-vis HPLC analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4285852		None	321.74	0	4.26	85	COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(C)n1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257086	Inhibition of IDO1 in IFNgamma-stimulated human HeLa cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 15 mins by UV-vis HPLC analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4278181		None	367.81	1	5.54	86	Nc1oc2c(Cc3ccccc3)nccc2c1Nc1ccc(F)c(Cl)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257086	Inhibition of IDO1 in IFNgamma-stimulated human HeLa cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 15 mins by UV-vis HPLC analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4292681		None	354.77	1	5.01	94	Nc1oc2c(-c3cccnc3)nccc2c1Nc1ccc(F)c(Cl)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257086	Inhibition of IDO1 in IFNgamma-stimulated human HeLa cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 15 mins by UV-vis HPLC analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4279536		None	354.77	1	5.01	97	Nc1oc2c(-c3ccncc3)nccc2c1Nc1ccc(F)c(Cl)c1	IC50	'<'	200	nM				UO_0000065					0	CHEMBL4257086	Inhibition of IDO1 in IFNgamma-stimulated human HeLa cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 15 mins by UV-vis HPLC analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
CHEMBL4282227		None	387.22	1	6.01	126	Nc1sc2ccccc2c1Nc1ccc(Br)c(C(F)(F)F)c1	IC50	'='	200	nM	6.7			UO_0000065	17.3	0.42	0.69	17.61	0	CHEMBL4257086	Inhibition of IDO1 in IFNgamma-stimulated human HeLa cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 15 mins by UV-vis HPLC analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4257081	38	Patent Bioactivity Data		2016	None		
